"meta.src_ip.keyword: Descending","meta.dst_ip.keyword: Descending","start: Descending","end: Descending","file_size_MB: Descending","percent_retrans: Descending","values.tcp_rtt_min: Descending","values.tcp_rtt_max: Descending","values.tcp_rtt_std: Descending","Max throughput_Mbps"
"dtn07.nersc.gov","rain.es.ntnu.edu.tw","December 19th 2017, 09:08:36.000","December 19th 2017, 09:14:41.000","2,015.6",0,"182.48","202.416","1.707","44.1"
"dtn07.nersc.gov","powell.mines.edu","November 30th 2017, 10:37:38.000","November 30th 2017, 10:37:40.000","183.45","0.002","25.83","40.555","5.129","664.1"
"dtn07.nersc.gov","powell.mines.edu","November 30th 2017, 11:00:58.000","November 30th 2017, 11:01:00.000","183.45","0.003","25.869","54.836","5.749","601.5"
"dtn07.nersc.gov","powell.mines.edu","November 30th 2017, 12:23:05.000","November 30th 2017, 12:23:08.000","183.45","0.002","25.848","55.399","8.333",599
"dtn07.nersc.gov","powell.mines.edu","November 30th 2017, 09:24:05.000","November 30th 2017, 09:24:08.000","183.45",0,"25.775","53.344","5.302","594.2"
"dtn07.nersc.gov","powell.mines.edu","November 30th 2017, 08:55:27.000","November 30th 2017, 08:55:30.000","183.45","0.002","25.844","125.781","25.767","533.7"
"dtn07.nersc.gov","pool-108-32-86-129.pitbpa.fios.verizon.net","November 9th 2017, 12:55:44.000","November 9th 2017, 12:57:02.000","107.59","0.533","70.411","323.481","25.703","11.1"
"dtn07.nersc.gov","pool-108-32-86-129.pitbpa.fios.verizon.net","October 24th 2017, 10:40:19.000","October 24th 2017, 10:48:50.000","588.6","0.528","72.379","335.407","24.271","9.2"
"dtn07.nersc.gov","pool-108-17-93-210.pitbpa.fios.verizon.net","November 18th 2017, 07:28:11.000","November 18th 2017, 08:08:55.000","3,861.82","0.443","67.288","356.987","25.267","12.6"
"dtn07.nersc.gov","pool-108-17-93-210.pitbpa.fios.verizon.net","November 18th 2017, 05:43:31.000","November 18th 2017, 07:46:59.000","5,212.94","0.687","69.516","354.313","23.14","5.6"
"dtn07.nersc.gov","pool-108-17-93-210.pitbpa.fios.verizon.net","November 19th 2017, 05:54:53.000","November 19th 2017, 05:58:52.000","146.41","1.927","68.637","298.589","26.667","4.9"
"dtn07.nersc.gov","pool-108-17-93-210.pitbpa.fios.verizon.net","November 18th 2017, 05:43:37.000","November 18th 2017, 05:50:16.000","162.2","1.298","94.142","322.959","17.941","3.3"
"dtn07.nersc.gov","phybfs1.phy.ornl.gov","July 17th 2017, 13:19:10.000","July 17th 2017, 13:34:08.000","9,926.84","0.098","68.134","138.976","6.877","88.5"
"dtn07.nersc.gov","phybfs1.phy.ornl.gov","July 17th 2017, 13:19:10.000","July 17th 2017, 13:34:08.000","9,883.94","0.101","68.075","139.979","7.067","88.1"
"dtn07.nersc.gov","phybfs1.phy.ornl.gov","July 17th 2017, 13:19:10.000","July 17th 2017, 13:34:08.000","9,753.34","0.088","68.156","148.074","6.698",87
"dtn07.nersc.gov","phybfs1.phy.ornl.gov","July 17th 2017, 13:19:10.000","July 17th 2017, 13:34:08.000","9,378.33","0.088","68.079","137.239","6.166","83.6"
"dtn07.nersc.gov","phybfs1.phy.ornl.gov","July 17th 2017, 13:19:10.000","July 17th 2017, 13:34:08.000","9,089.02","0.089","68.146","191.62","6.681","81.1"
"dtn07.nersc.gov","phybfs1.phy.ornl.gov","July 14th 2017, 09:04:08.000","July 14th 2017, 09:05:45.000","805.31","0.382","68.202",455,"6.369","66.6"
"dtn07.nersc.gov","phybfs1.phy.ornl.gov","July 14th 2017, 09:04:08.000","July 14th 2017, 09:05:45.000","478.15","0.515","68.216","169.894","6.068","39.5"
"dtn07.nersc.gov","phybfs1.phy.ornl.gov","July 14th 2017, 09:04:08.000","July 14th 2017, 09:05:45.000","438.07","0.392","68.176","150.009","5.176","36.2"
"dtn07.nersc.gov","phybfs1.phy.ornl.gov","July 14th 2017, 09:04:08.000","July 14th 2017, 09:05:45.000","432.02","0.494","68.225","162.54","5.339","35.7"
"dtn07.nersc.gov","phybfs1.phy.ornl.gov","July 14th 2017, 09:04:08.000","July 14th 2017, 09:05:45.000","427.82","0.626","68.191","226.225","6.426","35.4"
"dtn07.nersc.gov","petreldtn7.pub.jlse.anl.gov","July 19th 2017, 14:45:59.000","July 19th 2017, 14:46:06.000","100.66",0,"47.663","48.841","0.278","120.7"
"dtn07.nersc.gov","petreldtn4.pub.jlse.anl.gov","July 19th 2017, 14:47:25.000","July 19th 2017, 14:47:37.000",151,0,"47.635","56.062","1.226","102.9"
"dtn07.nersc.gov","petreldtn4.pub.jlse.anl.gov","July 19th 2017, 14:47:25.000","July 19th 2017, 14:47:37.000","142.61",0,"47.697","54.429","1.919","97.3"
"dtn07.nersc.gov","petreldtn1.pub.jlse.anl.gov","July 19th 2017, 14:44:34.000","July 19th 2017, 14:45:01.000","121.64",0,"47.672","87.773","2.908","36.8"
"dtn07.nersc.gov","petreldtn1.pub.jlse.anl.gov","July 19th 2017, 14:44:34.000","July 19th 2017, 14:45:01.000","121.64",0,"47.614","86.984","2.949","36.7"
"dtn07.nersc.gov","petreldtn1.pub.jlse.anl.gov","July 19th 2017, 14:44:34.000","July 19th 2017, 14:45:01.000","113.25",0,"47.61","87.59","6.445","34.3"
"dtn07.nersc.gov","petreldtn1.pub.jlse.anl.gov","July 19th 2017, 14:44:34.000","July 19th 2017, 14:45:01.000","113.25",0,"47.648","100.055","6.212","34.3"
"dtn07.nersc.gov","petreldtn1.pub.jlse.anl.gov","July 19th 2017, 14:44:34.000","July 19th 2017, 14:45:01.000","113.25",0,"47.654","99.978","5.856","34.3"
"dtn07.nersc.gov","petreldtn1.pub.jlse.anl.gov","July 19th 2017, 14:44:34.000","July 19th 2017, 14:45:01.000","113.25",0,"47.663","100.055","6.951","34.3"
"dtn07.nersc.gov","petreldtn1.pub.jlse.anl.gov","July 19th 2017, 14:44:34.000","July 19th 2017, 14:45:01.000","113.25",0,"47.702","87.632","6.007","34.3"
"dtn07.nersc.gov","petreldtn1.pub.jlse.anl.gov","July 19th 2017, 14:44:34.000","July 19th 2017, 14:45:01.000","113.25","0.008","47.646","87.661","6.017","34.3"
"dtn07.nersc.gov","petreldtn1.pub.jlse.anl.gov","July 19th 2017, 14:44:34.000","July 19th 2017, 14:45:01.000","112.26",0,"47.652","99.806","7.183",34
"dtn07.nersc.gov","petreldtn1.pub.jlse.anl.gov","July 19th 2017, 14:44:34.000","July 19th 2017, 14:45:01.000","112.26",0,"47.665","99.967","5.872",34
"dtn07.nersc.gov","petreldtn1.pub.jlse.anl.gov","July 19th 2017, 14:44:34.000","July 19th 2017, 14:45:01.000","109.05",0,"47.633","99.971","4.908",33
"dtn07.nersc.gov","petreldtn1.pub.jlse.anl.gov","July 19th 2017, 14:44:34.000","July 19th 2017, 14:45:01.000","109.05",0,"47.634","96.577","7.931",33
"dtn07.nersc.gov","petreldtn1.pub.jlse.anl.gov","July 19th 2017, 14:44:34.000","July 19th 2017, 14:45:01.000","109.05",0,"47.637","95.82","6.276",33
"dtn07.nersc.gov","petreldtn1.pub.jlse.anl.gov","July 19th 2017, 14:44:34.000","July 19th 2017, 14:45:01.000","109.05",0,"47.658","89.739","6.103",33
"dtn07.nersc.gov","petreldtn1.pub.jlse.anl.gov","July 19th 2017, 14:44:34.000","July 19th 2017, 14:45:01.000","109.05",0,"47.711","96.677","6.966",33
"dtn07.nersc.gov","oasis-dm4.sdsc.edu","November 4th 2017, 03:07:26.000","November 4th 2017, 03:07:41.000","322.96","0.036","11.569","51.01","14.743","172.7"
"dtn07.nersc.gov","oasis-dm4.sdsc.edu","November 4th 2017, 03:07:26.000","November 4th 2017, 03:07:41.000","321.34","0.036","11.614","51.039","15.439","172.5"
"dtn07.nersc.gov","oasis-dm4.sdsc.edu","November 4th 2017, 03:07:26.000","November 4th 2017, 03:07:41.000","249.26",0,"11.694","50.947","4.541","133.9"
"dtn07.nersc.gov","oasis-dm4.sdsc.edu","November 4th 2017, 03:07:26.000","November 4th 2017, 03:07:41.000","247.38",0,"11.7","51.763","5.489",133
"dtn07.nersc.gov","oasis-dm1.sdsc.edu","November 4th 2017, 02:01:48.000","November 4th 2017, 02:03:10.000","1,027.94","0.005","11.67","51.865","5.572","101.2"
"dtn07.nersc.gov","oasis-dm1.sdsc.edu","November 4th 2017, 02:01:48.000","November 4th 2017, 02:03:10.000","1,025.85","0.005","11.619","51.892","5.646","100.9"
"dtn07.nersc.gov","oasis-dm1.sdsc.edu","November 4th 2017, 02:01:48.000","November 4th 2017, 02:03:10.000","1,000.89","0.004","11.61","51.472","4.066","98.5"
"dtn07.nersc.gov","oasis-dm1.sdsc.edu","November 4th 2017, 02:01:48.000","November 4th 2017, 02:03:10.000","990.84","0.007","11.585","51.937","4.959","97.5"
"dtn07.nersc.gov","miradtn12.pub.alcf.anl.gov","December 8th 2017, 13:56:15.000","December 8th 2017, 13:56:18.000","331.83",0,"47.613","87.602","3.932","747.8"
"dtn07.nersc.gov","miradtn12.pub.alcf.anl.gov","December 8th 2017, 13:56:15.000","December 8th 2017, 13:56:18.000","110.15",0,"47.637","87.107","3.651","250.3"
"dtn07.nersc.gov","miradtn12.pub.alcf.anl.gov","December 8th 2017, 13:50:57.000","December 8th 2017, 13:51:00.000","230.21",0,"47.655","87.108","2.792","566.7"
"dtn07.nersc.gov","miradtn12.pub.alcf.anl.gov","December 8th 2017, 13:50:57.000","December 8th 2017, 13:51:00.000","178.99",0,"47.672","87.543","4.258","440.6"
"dtn07.nersc.gov","miradtn12.pub.alcf.anl.gov","December 8th 2017, 14:01:31.000","December 8th 2017, 14:01:36.000","191.35",0,"47.658","86.911","2.838",378
"dtn07.nersc.gov","miradtn12.pub.alcf.anl.gov","December 8th 2017, 14:06:51.000","December 8th 2017, 14:06:54.000","156.35",0,"47.653","62.736","3.308","353.3"
"dtn07.nersc.gov","miradtn12.pub.alcf.anl.gov","December 8th 2017, 14:06:51.000","December 8th 2017, 14:06:54.000","110.32",0,"47.659","87.331","3.763","251.4"
"dtn07.nersc.gov","miradtn12.pub.alcf.anl.gov","December 8th 2017, 13:45:39.000","December 8th 2017, 13:45:44.000","198.46",0,"47.608","87.078","3.841","335.7"
"dtn07.nersc.gov","miradtn12.pub.alcf.anl.gov","December 8th 2017, 13:45:39.000","December 8th 2017, 13:45:44.000","175.74",0,"47.672","87.923","3.709","299.8"
"dtn07.nersc.gov","miradtn12.pub.alcf.anl.gov","December 8th 2017, 13:45:39.000","December 8th 2017, 13:45:44.000","103.46",0,"47.646","88.025","3.354","180.7"
"dtn07.nersc.gov","miradtn12.pub.alcf.anl.gov","December 8th 2017, 13:45:39.000","December 8th 2017, 13:45:43.000","142.01",0,"47.635","62.492","3.174","246.4"
"dtn07.nersc.gov","miradtn11.pub.alcf.anl.gov","November 8th 2017, 16:05:22.000","November 8th 2017, 16:06:52.000","5,503.86","0.128","47.624","121.032","4.411","489.2"
"dtn07.nersc.gov","miradtn11.pub.alcf.anl.gov","November 8th 2017, 16:05:22.000","November 8th 2017, 16:06:52.000","5,248.51","0.104","47.629","117.856","4.868","466.7"
"dtn07.nersc.gov","miradtn11.pub.alcf.anl.gov","November 8th 2017, 16:05:22.000","November 8th 2017, 16:06:52.000","5,193.84","0.115","47.732","104.862","4.418","461.9"
"dtn07.nersc.gov","miradtn11.pub.alcf.anl.gov","November 8th 2017, 16:05:22.000","November 8th 2017, 16:06:52.000","5,088.24","0.121","47.68","104.886","4.15","452.5"
"dtn07.nersc.gov","miradtn11.pub.alcf.anl.gov","November 9th 2017, 20:27:18.000","November 9th 2017, 20:28:05.000","2,220.9","0.064","45.709","96.83","3.758","374.5"
"dtn07.nersc.gov","miradtn11.pub.alcf.anl.gov","November 9th 2017, 20:27:18.000","November 9th 2017, 20:28:05.000","2,004.18","0.061","45.741","100.475","4.55","337.9"
"dtn07.nersc.gov","miradtn11.pub.alcf.anl.gov","November 9th 2017, 20:27:18.000","November 9th 2017, 20:28:05.000","1,695.49","0.078","45.679","100.935","3.862","285.9"
"dtn07.nersc.gov","miradtn11.pub.alcf.anl.gov","November 9th 2017, 20:27:18.000","November 9th 2017, 20:28:05.000","1,389.74","0.078","45.766","183.488","5.546","234.4"
"dtn07.nersc.gov","miradtn11.pub.alcf.anl.gov","November 9th 2017, 20:39:54.000","November 9th 2017, 20:40:46.000","1,714.13","0.001","45.694","119.197","5.193","264.2"
"dtn07.nersc.gov","miradtn11.pub.alcf.anl.gov","November 9th 2017, 20:39:54.000","November 9th 2017, 20:40:46.000","1,681.68","0.001","45.692","102.94","5.047",259
"dtn07.nersc.gov","miradtn11.pub.alcf.anl.gov","November 9th 2017, 20:39:54.000","November 9th 2017, 20:40:46.000","1,651.36","0.001","45.725","104.989","5.657","254.5"
"dtn07.nersc.gov","miradtn11.pub.alcf.anl.gov","November 9th 2017, 20:39:54.000","November 9th 2017, 20:40:46.000","1,435.33","0.001","45.72","104.673","5.986","221.2"
"dtn07.nersc.gov","miradtn11.pub.alcf.anl.gov","November 9th 2017, 20:30:42.000","November 9th 2017, 20:38:49.000","13,101.94","0.001","45.736","106.811","5.382","215.5"
"dtn07.nersc.gov","miradtn11.pub.alcf.anl.gov","November 9th 2017, 20:30:42.000","November 9th 2017, 20:38:49.000","13,078.54","0.001","45.774","104.892","5.33","215.1"
"dtn07.nersc.gov","miradtn11.pub.alcf.anl.gov","November 9th 2017, 20:30:42.000","November 9th 2017, 20:38:49.000","13,047","0.001","45.722","119.034","5.135","214.6"
"dtn07.nersc.gov","miradtn11.pub.alcf.anl.gov","November 9th 2017, 20:30:42.000","November 9th 2017, 20:38:49.000","12,700.77","0.001","45.736","111.991","5.334","208.9"
"dtn07.nersc.gov","miradtn11.pub.alcf.anl.gov","November 8th 2017, 16:18:12.000","November 8th 2017, 16:19:04.000","1,313.15","0.102","47.588","110.196","10.595","203.4"
"dtn07.nersc.gov","miradtn11.pub.alcf.anl.gov","November 8th 2017, 16:18:12.000","November 8th 2017, 16:19:04.000","1,114.73","0.116","47.648","111.884","11.073","172.7"
"dtn07.nersc.gov","miradtn11.pub.alcf.anl.gov","November 8th 2017, 16:18:12.000","November 8th 2017, 16:19:04.000","880.76","0.1","47.695","116.994","10.641","136.4"
"dtn07.nersc.gov","miradtn11.pub.alcf.anl.gov","November 8th 2017, 16:18:12.000","November 8th 2017, 16:19:04.000","666.43","0.093","47.672","131.537","10.406","103.2"
"dtn07.nersc.gov","miradtn10.pub.alcf.anl.gov","November 8th 2017, 16:05:22.000","November 8th 2017, 16:06:27.000","4,455.43","0.001","47.626","95.343","2.875","549.5"
"dtn07.nersc.gov","miradtn10.pub.alcf.anl.gov","November 8th 2017, 16:05:22.000","November 8th 2017, 16:06:27.000","4,308.52","0.001","47.636","96.451","2.897","531.3"
"dtn07.nersc.gov","miradtn10.pub.alcf.anl.gov","November 8th 2017, 16:05:22.000","November 8th 2017, 16:06:27.000","4,180.23","0.001","47.7","89.873","2.675","515.3"
"dtn07.nersc.gov","miradtn10.pub.alcf.anl.gov","November 8th 2017, 16:05:22.000","November 8th 2017, 16:06:27.000","3,987.19","0.001","47.645","95.502","2.906","491.7"
"dtn07.nersc.gov","miradtn10.pub.alcf.anl.gov","December 8th 2017, 14:38:38.000","December 8th 2017, 14:38:42.000","286.68",0,"47.662","59.312","1.877","517.7"
"dtn07.nersc.gov","miradtn10.pub.alcf.anl.gov","December 8th 2017, 14:38:38.000","December 8th 2017, 14:38:42.000","270.15",0,"47.672","87.127","2.175","492.3"
"dtn07.nersc.gov","miradtn10.pub.alcf.anl.gov","December 8th 2017, 14:38:38.000","December 8th 2017, 14:38:42.000","196.74",0,"47.641","86.985","2.291","359.3"
"dtn07.nersc.gov","miradtn10.pub.alcf.anl.gov","December 8th 2017, 14:38:38.000","December 8th 2017, 14:38:42.000","103.6",0,"47.696","87.35","2.313","188.8"
"dtn07.nersc.gov","miradtn10.pub.alcf.anl.gov","November 8th 2017, 16:08:13.000","November 8th 2017, 16:17:15.000","25,945.109","0.021","47.627","104.006","2.779","382.6"
"dtn07.nersc.gov","miradtn10.pub.alcf.anl.gov","November 8th 2017, 16:08:13.000","November 8th 2017, 16:17:15.000","25,365.08","0.024","47.681","120.733","2.98","374.1"
"dtn07.nersc.gov","miradtn10.pub.alcf.anl.gov","November 8th 2017, 16:08:13.000","November 8th 2017, 16:17:15.000","22,494.84","0.014","47.643","100.3","2.995","331.8"
"dtn07.nersc.gov","miradtn10.pub.alcf.anl.gov","November 8th 2017, 16:08:13.000","November 8th 2017, 16:17:15.000","22,152.43","0.022","47.697","100.818","2.85","326.7"
"dtn07.nersc.gov","miradtn10.pub.alcf.anl.gov","December 1st 2017, 09:01:44.000","December 1st 2017, 09:02:09.000","618.25",0,"47.714","88.826","3.387",197
"dtn07.nersc.gov","miradtn10.pub.alcf.anl.gov","December 1st 2017, 09:01:44.000","December 1st 2017, 09:02:09.000","541.51",0,"47.746","87.65","3.541","172.3"
"dtn07.nersc.gov","miradtn10.pub.alcf.anl.gov","December 1st 2017, 09:01:44.000","December 1st 2017, 09:02:09.000","246.72",0,"47.796","88.54","3.677","78.6"
"dtn07.nersc.gov","miradtn10.pub.alcf.anl.gov","December 1st 2017, 09:01:44.000","December 1st 2017, 09:02:09.000","146.82",0,"47.813","96.131","3.98","46.8"
"dtn07.nersc.gov","miradtn10.pub.alcf.anl.gov","November 8th 2017, 16:18:12.000","November 8th 2017, 16:18:57.000","1,041.99",0,"47.738","111.446","5.57","186.4"
"dtn07.nersc.gov","miradtn10.pub.alcf.anl.gov","November 8th 2017, 16:18:12.000","November 8th 2017, 16:18:57.000","1,027.06","0.001","47.676","121.226","7.722","183.6"
"dtn07.nersc.gov","miradtn10.pub.alcf.anl.gov","November 8th 2017, 16:18:12.000","November 8th 2017, 16:18:57.000","985.91","0.001","47.587","117.057","6.416","176.3"
"dtn07.nersc.gov","miradtn10.pub.alcf.anl.gov","November 8th 2017, 16:18:12.000","November 8th 2017, 16:18:57.000","806.86","0.001","47.66","123.946","8.162","144.3"
"dtn07.nersc.gov","miradtn09.pub.alcf.anl.gov","November 8th 2017, 16:05:22.000","November 8th 2017, 16:06:07.000","1,943.17","0.11","47.611","106.798","7.311","348.1"
"dtn07.nersc.gov","miradtn09.pub.alcf.anl.gov","November 8th 2017, 16:05:22.000","November 8th 2017, 16:06:07.000","1,857.96","0.098","47.643","105.28","6.952",333
"dtn07.nersc.gov","miradtn09.pub.alcf.anl.gov","November 8th 2017, 16:05:22.000","November 8th 2017, 16:06:07.000","1,623.04","0.09","47.617","175.546","7.723","290.9"
"dtn07.nersc.gov","miradtn09.pub.alcf.anl.gov","November 8th 2017, 16:05:22.000","November 8th 2017, 16:06:07.000","1,346.87","0.096","47.693","106.82","7.037","241.4"
"dtn07.nersc.gov","miradtn09.pub.alcf.anl.gov","November 9th 2017, 20:30:42.000","November 9th 2017, 20:38:23.000","16,352.65","0.029","45.802","202.776","9.505","284.1"
"dtn07.nersc.gov","miradtn09.pub.alcf.anl.gov","November 9th 2017, 20:30:42.000","November 9th 2017, 20:38:23.000","16,243.35","0.024","45.772","113.247","8.859","282.2"
"dtn07.nersc.gov","miradtn09.pub.alcf.anl.gov","November 9th 2017, 20:30:42.000","November 9th 2017, 20:38:23.000","15,663.65","0.026","45.726","114.393","8.828","272.1"
"dtn07.nersc.gov","miradtn09.pub.alcf.anl.gov","November 9th 2017, 20:30:42.000","November 9th 2017, 20:38:23.000","14,097.01","0.022","45.778","111.494","9.743","244.9"
"dtn07.nersc.gov","miradtn09.pub.alcf.anl.gov","November 9th 2017, 20:39:54.000","November 9th 2017, 20:40:39.000","1,236.56",0,"45.755","101.915","5.383","218.6"
"dtn07.nersc.gov","miradtn09.pub.alcf.anl.gov","November 9th 2017, 20:39:54.000","November 9th 2017, 20:40:39.000","1,231.16",0,"45.659","104.212","5.909","217.5"
"dtn07.nersc.gov","miradtn09.pub.alcf.anl.gov","November 9th 2017, 20:39:54.000","November 9th 2017, 20:40:39.000","985.53","0.001","45.727","100.046","6.19","174.2"
"dtn07.nersc.gov","miradtn09.pub.alcf.anl.gov","November 9th 2017, 20:39:54.000","November 9th 2017, 20:40:39.000","878.08","0.001","45.704","102.831","6.952","155.2"
"dtn07.nersc.gov","miradtn09.pub.alcf.anl.gov","November 8th 2017, 16:18:12.000","November 8th 2017, 16:19:00.000","1,210.14",0,"47.697","107.505","6.282","204.5"
"dtn07.nersc.gov","miradtn09.pub.alcf.anl.gov","November 8th 2017, 16:18:12.000","November 8th 2017, 16:19:00.000","1,207.88","0.001","47.661","110.03","7.646","204.2"
"dtn07.nersc.gov","miradtn09.pub.alcf.anl.gov","November 8th 2017, 16:18:12.000","November 8th 2017, 16:19:00.000","1,152.47","0.001","47.776","109.914","6.989","194.8"
"dtn07.nersc.gov","miradtn09.pub.alcf.anl.gov","November 8th 2017, 16:18:12.000","November 8th 2017, 16:19:00.000","1,137.12","0.001","47.647","108.854","7.387","192.1"
"dtn07.nersc.gov","miradtn09.pub.alcf.anl.gov","November 8th 2017, 16:08:13.000","November 8th 2017, 16:17:33.000","13,346.88","0.003","47.675","109.94","6.5","190.7"
"dtn07.nersc.gov","miradtn09.pub.alcf.anl.gov","November 8th 2017, 16:08:13.000","November 8th 2017, 16:17:33.000","13,016.54","0.006","47.692","112.852","6.564",186
"dtn07.nersc.gov","miradtn09.pub.alcf.anl.gov","November 8th 2017, 16:08:13.000","November 8th 2017, 16:17:33.000","12,683.91","0.004","47.687","127.4","6.557","181.3"
"dtn07.nersc.gov","miradtn09.pub.alcf.anl.gov","November 8th 2017, 16:08:13.000","November 8th 2017, 16:17:33.000","11,586.18","0.003","47.637","118.871","6.465","165.6"
"dtn07.nersc.gov","miradtn08.pub.alcf.anl.gov","November 9th 2017, 16:04:27.000","November 9th 2017, 16:05:11.000","2,714.97",0,"45.65","92.758","4.599","498.4"
